year,owner_type2,city_nhood,parcels,median_value,median_value_adj
1990,outside WI landlord,THE VALLEY / PIGSVILLE,2,25100,58709.84680523479
1990,outside WI landlord,THURSTON WOODS,9,41700,97537.87297921478
1990,outside WI landlord,TIMMERMAN WEST,4,48000,112273.81062355658
1990,outside WI landlord,TIPPECANOE,7,65700,153674.77829099307
1990,outside WI landlord,TOWN & COUNTRY MANOR,9,27400,64089.633564280215
1990,outside WI landlord,TOWN OF LAKE,9,58900,137769.32178598922
1990,outside WI landlord,TRIANGLE,2,9800,22922.569668976135
1990,outside WI landlord,TRIANGLE NORTH,5,12300,28770.163972286373
1990,outside WI landlord,TRIPOLI PARK,1,69300,162095.31408775982
1990,outside WI landlord,UPPER EAST SIDE,11,111800,261504.41724403386
1990,outside WI landlord,UPTOWN,24,46900,109700.86913010007
1990,outside WI landlord,VALHALLA,6,34750,81281.56081601232
1990,outside WI landlord,VOGEL PARK,4,66750,156130.76789838338
1990,outside WI landlord,WAHL PARK,8,35400,82801.93533487298
1990,outside WI landlord,WALKER'S POINT,7,30700,71808.45804464973
1990,outside WI landlord,WALNUT HILL,3,20200,47248.56197074673
1990,outside WI landlord,WASHINGTON HEIGHTS,21,55200,129114.88221709007
1990,outside WI landlord,WASHINGTON PARK,15,32000,74849.20708237105
1990,outside WI landlord,WEDGEWOOD,2,92850,217179.65242494224
1990,outside WI landlord,WHISPERING HILLS,1,54500,127477.55581216319
1990,outside WI landlord,WHITE MANOR,2,79600,186187.40261739798
1990,outside WI landlord,WILLIAMSBURG,4,27650,64674.39299461123
1990,outside WI landlord,WYRICK PARK,4,50650,118472.26058506544
1990,outside WI landlord,YANKEE HILL,7,22000,51458.829869130095
1990,owner occupied,ALCOTT PARK,441,77400,181041.51963048498
1990,owner occupied,ALVERNO,44,72900,170515.84988452654
1990,owner occupied,ARLINGTON GARDENS,684,57000,133325.15011547343
1990,owner occupied,ARLINGTON HEIGHTS,931,29000,67832.09391839876
1990,owner occupied,AVENUES WEST,94,23150,54148.72324865281
1990,owner occupied,BARAN PARK,80,39250,91807.23056197073
1990,owner occupied,BAY VIEW,4371,51000,119290.92378752887
1990,owner occupied,BLUEMOUND HEIGHTS,874,53000,123968.99923017705
1990,owner occupied,BORCHERT FIELD,680,21500,50289.31100846805
1990,owner occupied,BRADLEY ESTATES,849,54700,127945.36335642802
1990,owner occupied,BREWER'S HILL,162,17000,39763.64126250962
1990,owner occupied,BUCHEL PARK,13,80000,187123.01770592763
1990,owner occupied,BURNHAM PARK,1195,46300,108297.44649730562
1990,owner occupied,CALUMET FARMS,182,92650,216711.84488067744
1990,owner occupied,CAMBRIDGE HEIGHTS,355,74400,174024.4064665127
1990,owner occupied,CANNON PARK,437,66600,155779.91224018476
1990,owner occupied,CAPITOL HEIGHTS,1478,48000,112273.81062355658
1990,owner occupied,CASTLE MANOR,689,72500,169580.23479599692
1990,owner occupied,CLARKE SQUARE,653,33000,77188.24480369515
1990,owner occupied,CLAYTON CREST,493,91800,214723.66281755196
1990,owner occupied,CLOCK TOWER ACRES,184,20350,47599.417628945346
1990,owner occupied,COLD SPRING PARK,152,33550,78474.7155504234
1990,owner occupied,COLLEGE HEIGHTS,362,62300,145722.05003849114
1990,owner occupied,COLUMBUS PARK,1041,52900,123735.09545804464
1990,owner occupied,CONCORDIA,116,42350,99058.24749807543
1990,owner occupied,COOPER PARK,1132,59000,138003.22555812163
1990,owner occupied,COPERNICUS PARK,431,76600,179170.2894534257
1990,owner occupied,DINEEN PARK,779,46200,108063.5427251732
1990,owner occupied,DOWNER WOODS,532,137700,322085.4942263279
1990,owner occupied,DRETZKA PARK,11,74900,175193.92532717474
1990,owner occupied,ENDERIS PARK,890,70750,165486.91878367975
1990,owner occupied,ESTABROOK PARK,5,44900,105022.79368745188
1990,owner occupied,EUCLID PARK,410,76750,179521.14511162433
1990,owner occupied,FAIR PARK,344,48550,113560.28137028482
1990,owner occupied,FAIRFIELD,289,34000,79527.28252501924
1990,owner occupied,FAIRVIEW,1313,62600,146423.76135488838
1990,owner occupied,FERNWOOD,957,57400,134260.76520400308
1990,owner occupied,FLORIST HIGHLANDS,200,74190,173533.20854503463
1990,owner occupied,FOREST HOME HILLS,567,35300,82568.03156274057
1990,owner occupied,FRANKLIN HEIGHTS,1650,27200,63621.826020015396
1990,owner occupied,FREEDOM VILLAGE,14,64850,151686.5962278676
1990,owner occupied,GARDEN HOMES,490,34200,79995.09006928407
1990,owner occupied,GOLDEN GATE,259,85100,199052.11008468052
1990,owner occupied,GOLDEN VALLEY,1061,56900,133091.24634334102
1990,owner occupied,GOLDMAN PARK,504,71400,167007.2933025404
1990,owner occupied,GRA-RAM,469,71200,166539.48575827558
1990,owner occupied,GRACELAND,665,48300,112975.5219399538
1990,owner occupied,GRANTOSA,309,66100,154610.3933795227
1990,owner occupied,GRANVILLE STATION,173,37000,86544.39568899153
1990,owner occupied,GRANVILLE WOODS,1,60000,140342.26327944573
1990,owner occupied,GRASSLYN MANOR,1324,48750,114028.08891454965
1990,owner occupied,GREEN MOOR,197,69100,161627.506543495
1990,owner occupied,GROVER HEIGHTS,74,28150,65843.91185527328
1990,owner occupied,HALYARD PARK,65,51800,121162.15396458814
1990,owner occupied,HAMPTON HEIGHTS,1791,38400,89819.04849884527
1990,owner occupied,HARAMBEE,1399,21300,49821.50346420323
1990,owner occupied,HARBOR VIEW,4,17150,40114.49692070823
1990,owner occupied,HARDER'S OAKS,141,77300,180807.61585835257
1990,owner occupied,HAVENWOODS,152,33900,79293.37875288683
1990,owner occupied,HAWLEY FARMS,549,55400,129582.68976135488
1990,owner occupied,HAWTHORNE GLEN,100,46600,108999.15781370284
1990,owner occupied,HERITAGE HEIGHTS,29,72930,170586.02101616628
1990,owner occupied,HIGHWOOD ESTATES,460,72400,169346.3310238645
1990,owner occupied,HILLSIDE,32,20200,47248.56197074673
1990,owner occupied,HISTORIC MITCHELL STREET,1028,28600,66896.47882986913
1990,owner occupied,HOLLER PARK,158,72050,168527.66782140106
1990,owner occupied,HONEY CREEK MANOR,856,63900,149464.5103926097
1990,owner occupied,HONEY CREEK PARKWAY,392,58250,136248.94726712856
1990,owner occupied,JACKSON PARK,2271,65900,154142.5858352579
1990,owner occupied,JOHNSON'S WOODS,792,47700,111572.09930715935
1990,owner occupied,JUNEAU TOWN,247,127600,298461.21324095456
1990,owner occupied,KILBOURN TOWN,1,13800,32278.720554272517
1990,owner occupied,KING PARK,94,19750,46195.99499615088
1990,owner occupied,KOPS PARK,1086,53100,124202.90300230947
1990,owner occupied,LAND BANK,16,62000,145020.3387220939
1990,owner occupied,LAYTON PARK,1385,45900,107361.83140877598
1990,owner occupied,LENOX HEIGHTS,389,48400,113209.42571208622
1990,owner occupied,LINCOLN CREEK,1638,36700,85842.6843725943
1990,owner occupied,LINCOLN PARK,1190,35250,82451.07967667436
1990,owner occupied,LINCOLN VILLAGE,1490,35000,81866.32024634334
1990,owner occupied,LINDSAY PARK,958,61850,144669.4830638953
1990,owner occupied,LITTLE MENOMONEE PARKWAY,246,56350,131804.77559661277
1990,owner occupied,LONG VIEW,834,46800,109466.96535796767
1990,owner occupied,LOWER EAST SIDE,741,60000,140342.26327944573
1990,owner occupied,LYONS PARK,501,67300,157417.23864511162
1990,owner occupied,MACK ACRES,64,78900,184550.07621247112
1990,owner occupied,MAITLAND PARK,298,69000,161393.60277136258
1990,owner occupied,MAPLE TREE,144,36000,84205.35796766743
1990,owner occupied,MARTIN DRIVE,298,41500,97070.06543494995
1990,owner occupied,MC GOVERN PARK,931,35400,82801.93533487298
1990,owner occupied,MELODY VIEW,150,73750,172504.03194765202
1990,owner occupied,MENOMONEE RIVER HILLS,1844,56600,132389.5350269438
1990,owner occupied,MENOMONEE RIVER HILLS EAST,593,57900,135430.28406466512
1990,owner occupied,MENOMONEE RIVER PARKWAY,201,56800,132857.34257120863
1990,owner occupied,MENOMONEE RIVER VALLEY,2,22150,51809.68552732871
1990,owner occupied,MERRILL PARK,307,28600,66896.47882986913
1990,owner occupied,METCALFE PARK,300,20700,48418.08083140878
1990,owner occupied,MIDTOWN,671,16100,37658.50731331793
1990,owner occupied,MILL VALLEY,288,55300,129348.78598922248
1990,owner occupied,MILLER VALLEY,75,36500,85374.87682832948
1990,owner occupied,MITCHELL FIELD,57,64470,150797.76189376443
1990,owner occupied,MITCHELL PARK,6,31400,73445.78444957659
1990,owner occupied,MITCHELL WEST,763,60600,141745.68591224018
1990,owner occupied,MORGAN HEIGHTS,481,67100,156949.4311008468
1990,owner occupied,MORGANDALE,2302,58800,137535.4180138568
1990,owner occupied,MOUNT MARY,680,71200,166539.48575827558
1990,owner occupied,MOUNT OLIVET,53,55500,129816.59353348729
1990,owner occupied,MURRAY HILL,460,81050,189579.00731331794
1990,owner occupied,MUSKEGO WAY,1300,29400,68767.7090069284
1990,owner occupied,"NASH PARK",806,52800,123501.19168591224
1990,owner occupied,"NATIONAL PARK",361,49100,114846.75211701308
1990,owner occupied,NEW COELN,147,67900,158820.66127790607
1990,owner occupied,NORTH DIVISION,1066,18400,43038.29407236336
1990,owner occupied,NORTH GRANVILLE,23,58000,135664.18783679753
1990,owner occupied,NORTH MEADOWS,385,28500,66662.57505773671
1990,owner occupied,NORTHPOINT,437,150800,352726.88837567356
1990,owner occupied,NORTHRIDGE,117,61500,143850.81986143187
1990,owner occupied,NORTHRIDGE LAKES,265,54200,126775.84449576597
1990,owner occupied,OLD NORTH MILWAUKEE,2455,33600,78591.6674364896
1990,owner occupied,PARK KNOLL,323,67400,157651.14241724403
1990,owner occupied,PARK PLACE,30,79790,186631.8197844496
1990,owner occupied,PARK VIEW,122,34850,81515.46458814472
1990,owner occupied,PARK WEST,1057,21600,50523.21478060046
1990,owner occupied,PARKWAY HILLS,144,67000,156715.52732871438
1990,owner occupied,PHEASANT RUN,452,64700,151335.74056966897
1990,owner occupied,POLLBER HEIGHTS,65,61400,143616.91608929946
1990,owner occupied,POLONIA,940,45900,107361.83140877598
1990,owner occupied,RED OAK HEIGHTS,226,83650,195660.5053887606
1990,owner occupied,RIDGEVIEW,83,64400,150634.02925327173
1990,owner occupied,RIVER BEND,475,72700,170048.04234026175
1990,owner occupied,RIVERSIDE PARK,156,55100,128880.97844495765
1990,owner occupied,RIVERTON HEIGHTS,251,60600,141745.68591224018
1990,owner occupied,RIVERWEST,1704,35700,83503.6466512702
1990,owner occupied,ROLLING GREEN,445,71700,167709.00461893764
1990,owner occupied,ROOSEVELT GROVE,1158,38650,90403.80792917628
1990,owner occupied,ROOT CREEK,451,68700,160691.89145496534
1990,owner occupied,RUFUS KING,1219,37400,87480.01077752117
1990,owner occupied,SAINT JOSEPH,1224,45500,106426.21632024634
1990,owner occupied,SAVELAND PARK,558,57400,134260.76520400308
1990,owner occupied,SERVITE WOODS,342,57000,133325.15011547343
1990,owner occupied,SHERMAN PARK,1230,35300,82568.03156274057
1990,owner occupied,SILVER CITY,618,40000,93561.50885296382
1990,owner occupied,SILVER SPRING,2142,41900,98005.68052347959
1990,owner occupied,SILVER SWAN,420,59150,138354.08121632025
1990,owner occupied,SOUTHGATE,429,59300,138704.93687451887
1990,owner occupied,SOUTHPOINT,473,58000,135664.18783679753
1990,owner occupied,ST. AMELIAN'S,529,61200,143149.10854503463
1990,owner occupied,STORY HILL,468,68200,159522.3725943033
1990,owner occupied,SUNSET HEIGHTS,1035,56000,130986.11239414934
1990,owner occupied,THE VALLEY / PIGSVILLE,125,27900,65259.15242494226
1990,owner occupied,THURSTON WOODS,1017,38800,90754.6635873749
1990,owner occupied,TIMMERMAN AIRPORT,47,56800,132857.34257120863
1990,owner occupied,TIMMERMAN WEST,882,55700,130284.40107775212
1990,owner occupied,TIPPECANOE,1923,58400,136599.80292532718
1990,owner occupied,TOWN & COUNTRY MANOR,541,51300,119992.63510392609
1990,owner occupied,TOWN OF LAKE,1771,58600,137067.61046959198
1990,owner occupied,TRIANGLE,59,11800,27600.645111624326
1990,owner occupied,TRIANGLE NORTH,106,13500,31577.00923787529
1990,owner occupied,TRIPOLI PARK,221,60800,142213.493456505
1990,owner occupied,UPPER EAST SIDE,676,115100,269223.2417244034
1990,owner occupied,UPTOWN,1069,42500,99409.10315627405
1990,owner occupied,VALHALLA,480,49400,115548.46343341032
1990,owner occupied,VALLEY FORGE,53,73700,172387.08006158582
1990,owner occupied,VETERANS AFFAIRS,1,52400,122565.57659738259
1990,owner occupied,VOGEL PARK,312,53650,125489.37374903771
1990,owner occupied,WAHL PARK,713,36500,85374.87682832948
1990,owner occupied,WALKER'S POINT,765,25100,58709.846805234796
1990,owner occupied,WALNUT HILL,202,20900,48885.888375673596
1990,owner occupied,WASHINGTON HEIGHTS,1645,53200,124436.80677444188
1990,owner occupied,WASHINGTON PARK,491,30300,70872.84295612009
1990,owner occupied,WEDGEWOOD,448,81600,190865.47806004618
1990,owner occupied,WEST VIEW,329,69000,161393.60277136258
1990,owner occupied,WHISPERING HILLS,203,54500,127477.55581216319
1990,owner occupied,WHITE MANOR,559,59300,138704.93687451887
1990,owner occupied,WICK FIELD,139,45500,106426.21632024634
1990,owner occupied,WILLIAMSBURG,460,27900,65259.15242494226
1990,owner occupied,WILSON PARK,573,70000,163732.64049268668
1990,owner occupied,WOODLAND COURT,129,71300,166773.389530408
1990,owner occupied,WYRICK PARK,198,46000,107595.73518090839
1990,owner occupied,YANKEE HILL,59,23900,55903.00153964588
1990,owner occupied,NA,4,21050,49236.74403387221
1990,rest of Wisconsin landlord,ALCOTT PARK,2,52550,122916.43225558123
1990,rest of Wisconsin landlord,ALVERNO,1,46800,109466.96535796767
1990,rest of Wisconsin landlord,ARLINGTON GARDENS,2,46600,108999.15781370286
1990,rest of Wisconsin landlord,ARLINGTON HEIGHTS,8,31300,73211.88067744419
1990,rest of Wisconsin landlord,AVENUES WEST,2,21800,50991.02232486528
1990,rest of Wisconsin landlord,BARAN PARK,1,47000,109934.77290223248
1990,rest of Wisconsin landlord,BAY VIEW,41,51200,119758.73133179368
1990,rest of Wisconsin landlord,BLUEMOUND HEIGHTS,8,53150,124319.85488837567
1990,rest of Wisconsin landlord,BORCHERT FIELD,6,15900,37190.69976905311
1990,rest of Wisconsin landlord,BRADLEY ESTATES,7,44000,102917.65973826019
1990,rest of Wisconsin landlord,BREWER'S HILL,1,4200,9823.9584295612
1990,rest of Wisconsin landlord,BURNHAM PARK,10,48600,113677.23325635103
1990,rest of Wisconsin landlord,CALUMET FARMS,2,62950,147242.4245573518
1990,rest of Wisconsin landlord,CAMBRIDGE HEIGHTS,4,83250,194724.89030023094
1990,rest of Wisconsin landlord,CAPITOL HEIGHTS,9,46000,107595.73518090839
1990,rest of Wisconsin landlord,CASTLE MANOR,1,70300,164434.3518090839
1990,rest of Wisconsin landlord,CLARKE SQUARE,10,34500,80696.80138568129
1990,rest of Wisconsin landlord,CLOCK TOWER ACRES,10,19750,46195.99499615088
1990,rest of Wisconsin landlord,COLD SPRING PARK,4,34950,81749.36836027713
1990,rest of Wisconsin landlord,COLLEGE HEIGHTS,2,56300,131687.82371054657
1990,rest of Wisconsin landlord,COLUMBUS PARK,4,47300,110636.48421862972
1990,rest of Wisconsin landlord,CONCORDIA,1,63000,147359.376443418
1990,rest of Wisconsin landlord,COOPER PARK,6,61200,143149.10854503466
1990,rest of Wisconsin landlord,DINEEN PARK,4,57700,134962.47652040032
1990,rest of Wisconsin landlord,DOWNER WOODS,6,122400,286298.2170900693
1990,rest of Wisconsin landlord,ENDERIS PARK,4,72100,168644.61970746727
1990,rest of Wisconsin landlord,FAIR PARK,3,52600,123033.38414164742
1990,rest of Wisconsin landlord,FAIRFIELD,4,34100,79761.18629715165
1990,rest of Wisconsin landlord,FAIRVIEW,5,62000,145020.3387220939
1990,rest of Wisconsin landlord,FERNWOOD,8,60900,142447.39722863742
1990,rest of Wisconsin landlord,FLORIST HIGHLANDS,2,56450,132038.6793687452
1990,rest of Wisconsin landlord,FOREST HOME HILLS,15,31900,74615.30331023864
1990,rest of Wisconsin landlord,FRANKLIN HEIGHTS,11,25600,59879.36566589684
1990,rest of Wisconsin landlord,GARDEN HOMES,3,31000,72510.16936104695
1990,rest of Wisconsin landlord,GOLDEN VALLEY,1,68000,159054.56505003848
1990,rest of Wisconsin landlord,GOLDMAN PARK,1,83900,196245.2648190916
1990,rest of Wisconsin landlord,GRACELAND,6,57750,135079.4284064665
1990,rest of Wisconsin landlord,GRANVILLE STATION,2,61700,144318.62740569666
1990,rest of Wisconsin landlord,GRASSLYN MANOR,10,47100,110168.67667436489
1990,rest of Wisconsin landlord,GREEN MOOR,1,90100,210747.298691301
1990,rest of Wisconsin landlord,GROVER HEIGHTS,1,27200,63621.826020015396
1990,rest of Wisconsin landlord,HAMPTON HEIGHTS,22,36900,86310.49191685912
1990,rest of Wisconsin landlord,HARAMBEE,15,19200,44909.52424942263
1990,rest of Wisconsin landlord,HAVENWOODS,3,28000,65493.05619707467
1990,rest of Wisconsin landlord,HAWLEY FARMS,4,55350,129465.73787528867
1990,rest of Wisconsin landlord,HAWTHORNE GLEN,2,60200,140810.07082371053
1990,rest of Wisconsin landlord,HIGHWOOD ESTATES,3,71900,168176.81216320247
1990,rest of Wisconsin landlord,HISTORIC MITCHELL STREET,30,24450,57189.47228637413
1990,rest of Wisconsin landlord,HONEY CREEK MANOR,1,73500,171919.27251732102
1990,rest of Wisconsin landlord,HONEY CREEK PARKWAY,2,49250,115197.60777521171
1990,rest of Wisconsin landlord,JACKSON PARK,9,78500,183614.4611239415
1990,rest of Wisconsin landlord,JOHNSON'S WOODS,10,44400,103853.27482678983
1990,rest of Wisconsin landlord,JUNEAU TOWN,1,135600,317173.5150115473
1990,rest of Wisconsin landlord,KING PARK,2,7600,17776.686682063126
1990,rest of Wisconsin landlord,KOPS PARK,7,45900,107361.83140877598
1990,rest of Wisconsin landlord,LAYTON PARK,19,46000,107595.73518090839
1990,rest of Wisconsin landlord,LENOX HEIGHTS,5,46500,108765.25404157043
1990,rest of Wisconsin landlord,LINCOLN CREEK,15,28400,66428.67128560432
1990,rest of Wisconsin landlord,LINCOLN PARK,8,36750,85959.6362586605
1990,rest of Wisconsin landlord,LINCOLN VILLAGE,41,37400,87480.01077752117
1990,rest of Wisconsin landlord,LINDSAY PARK,7,77500,181275.4234026174
1990,rest of Wisconsin landlord,LONG VIEW,4,55150,128997.93033102386
1990,rest of Wisconsin landlord,LOWER EAST SIDE,7,71100,166305.5819861432
1990,rest of Wisconsin landlord,LYONS PARK,2,55850,130635.25673595074
1990,rest of Wisconsin landlord,MAITLAND PARK,1,68900,161159.69899923017
1990,rest of Wisconsin landlord,MAPLE TREE,6,57750,135079.4284064665
1990,rest of Wisconsin landlord,MARTIN DRIVE,4,36550,85491.82871439568
1990,rest of Wisconsin landlord,MC GOVERN PARK,8,31050,72627.12124711316
1990,rest of Wisconsin landlord,MENOMONEE RIVER HILLS,4,49650,116133.22286374134
1990,rest of Wisconsin landlord,MENOMONEE RIVER HILLS EAST,3,68900,161159.69899923017
1990,rest of Wisconsin landlord,MENOMONEE RIVER PARKWAY,1,55800,130518.30484988452
1990,rest of Wisconsin landlord,MERRILL PARK,8,20750,48535.032717474984
1990,rest of Wisconsin landlord,METCALFE PARK,11,19100,44675.62047729022
1990,rest of Wisconsin landlord,MIDTOWN,27,12800,29939.68283294842
1990,rest of Wisconsin landlord,MILL VALLEY,2,47950,112156.85873749037
1990,rest of Wisconsin landlord,MILLER VALLEY,1,52300,122331.67282525019
1990,rest of Wisconsin landlord,MITCHELL FIELD,2,69100,161627.506543495
1990,rest of Wisconsin landlord,MITCHELL WEST,3,42300,98941.29561200923
1990,rest of Wisconsin landlord,MORGAN HEIGHTS,1,63400,148294.99153194766
1990,rest of Wisconsin landlord,MORGANDALE,6,66500,155546.00846805234
1990,rest of Wisconsin landlord,MOUNT MARY,2,71800,167942.90839107006
1990,rest of Wisconsin landlord,MOUNT OLIVET,1,46900,109700.86913010008
1990,rest of Wisconsin landlord,MURRAY HILL,5,66700,156013.81601231717
1990,rest of Wisconsin landlord,MUSKEGO WAY,29,29300,68533.80523479599
1990,rest of Wisconsin landlord,"NASH PARK",2,51950,121513.00962278675
