year,owner_type2,aldermanic,parcels,median_value,median_value_adj
2015,rest of Wisconsin landlord,12,85,55200,70572.392986531
2015,rest of Wisconsin landlord,13,106,120400,153929.6397749698
2015,rest of Wisconsin landlord,14,156,132950,169974.6312963641
2015,rest of Wisconsin landlord,15,391,37300,47687.504681116065
2015,rest of Wisconsin landlord,2,137,71700,91667.40175967886
2015,rest of Wisconsin landlord,3,149,193100,246875.52691483946
2015,rest of Wisconsin landlord,4,116,170900,218493.15147460415
2015,rest of Wisconsin landlord,5,148,97950,125227.6429896868
2015,rest of Wisconsin landlord,6,201,34300,43852.04854054373
2015,rest of Wisconsin landlord,7,210,56850,72681.89386384579
2015,rest of Wisconsin landlord,8,121,67300,86042.06608683943
2015,rest of Wisconsin landlord,9,88,86500,110588.9853865024
2015,suburbs landlord,1,1133,50800,64947.057313691585
2015,suburbs landlord,10,1182,100450,128423.85644016377
2015,suburbs landlord,11,698,133350,170486.0254484404
2015,suburbs landlord,12,781,51200,65458.451465767896
2015,suburbs landlord,13,485,127700,163262.5830503625
2015,suburbs landlord,14,839,131000,167481.58480499208
2015,suburbs landlord,15,711,35800,45769.7766108299
2015,suburbs landlord,2,1179,70300,89877.52222741177
2015,suburbs landlord,3,826,195150,249496.42194423056
2015,suburbs landlord,4,371,159500,203918.41814042928
2015,suburbs landlord,5,1023,102000,130405.50877945947
2015,suburbs landlord,6,952,36100,46153.32222488713
2015,suburbs landlord,7,1208,59800,76453.4257354086
2015,suburbs landlord,8,686,73550,94032.59971303181
2015,suburbs landlord,9,914,61050,78051.53246064708
2015,NA,1,2,53350,68207.19503317807
2015,NA,10,1,99900,127720.68948105884
2015,NA,11,1,86500,110588.9853865024
2015,NA,12,1,315000,402722.89476009546
2015,NA,14,6,157800,201744.99299410495
2015,NA,15,3,37500,47943.20175715422
2015,NA,2,9,66400,84891.42924466774
2015,NA,3,2,232700,297503.5479703943
2015,NA,5,1,96200,122990.29357435295
2015,NA,6,6,30400,38865.95555779969
2015,NA,7,2,47050,60152.73713797616
2015,NA,8,5,50300,64307.81462359619
2015,NA,9,3,55500,70955.93860058824
2016,City of Milwaukee,1,55,50900,64380.06052734554
2016,City of Milwaukee,10,16,57650,72917.69134384027
2016,City of Milwaukee,11,2,133400,168728.88161783683
2016,City of Milwaukee,12,20,44300,56032.15484010623
2016,City of Milwaukee,14,9,90600,114593.97807028498
2016,City of Milwaukee,15,98,23450,29660.361873600254
2016,City of Milwaukee,2,11,55300,69945.33098550508
2016,City of Milwaukee,3,1,90600,114593.97807028498
2016,City of Milwaukee,4,3,62600,79178.62060926975
2016,City of Milwaukee,5,1,78900,99795.41798836076
2016,City of Milwaukee,6,120,28850,36490.466526796044
2016,City of Milwaukee,7,66,35750,45217.82247254622
2016,City of Milwaukee,8,13,66600,84237.95738941479
2016,City of Milwaukee,9,9,28500,36047.774558533354
2016,City of Milwaukee landlord,1,2528,50700,64127.09368833828
2016,City of Milwaukee landlord,10,1075,92600,117123.6464603575
2016,City of Milwaukee landlord,11,420,133550,168918.60674709227
2016,City of Milwaukee landlord,12,1753,51500,65138.96104436729
2016,City of Milwaukee landlord,13,416,124000,156839.440184496
2016,City of Milwaukee landlord,14,1194,128000,161898.77696464103
2016,City of Milwaukee landlord,15,2758,32600,41233.594758182015
2016,City of Milwaukee landlord,2,1309,71200,90056.19468658157
2016,City of Milwaukee landlord,3,1062,194250,245694.04238579312
2016,City of Milwaukee landlord,4,385,83200,105234.20502701667
2016,City of Milwaukee landlord,5,687,102600,129771.98841072008
2016,City of Milwaukee landlord,6,2790,33650,42561.670662970086
2016,City of Milwaukee landlord,7,2668,55650,70388.02295376777
2016,City of Milwaukee landlord,8,1153,66300,83858.5071309039
2016,City of Milwaukee landlord,9,778,67900,85882.24184296193
2016,bank,1,91,55600,70324.78124401595
2016,bank,10,42,102500,129645.50499121644
2016,bank,11,28,121850,154120.04666516805
2016,bank,12,41,57700,72980.93305359209
2016,bank,13,35,116700,147606.1505607313
2016,bank,14,30,103050,130341.16379848638
2016,bank,15,55,40700,51478.751737975705
2016,bank,2,82,73350,92775.58820590953
2016,bank,3,8,174200,220334.11677531613
2016,bank,4,8,99750,126167.21095486674
2016,bank,5,57,104100,131669.23970327445
2016,bank,6,39,34100,43130.8460507364
2016,bank,7,94,61500,77787.30299472986
2016,bank,8,47,76100,96253.88224225923
2016,bank,9,53,89400,113076.17703624147
2016,outside WI landlord,1,464,51100,64633.027366352784
2016,outside WI landlord,10,277,96600,122182.98324050252
2016,outside WI landlord,11,112,129850,164238.7202254581
2016,outside WI landlord,12,190,57700,72980.93305359209
2016,outside WI landlord,13,97,119500,151147.68630683282
2016,outside WI landlord,14,229,140500,177709.20440259425
2016,outside WI landlord,15,365,35300,44648.64708477991
2016,outside WI landlord,2,370,70550,89234.05245980801
2016,outside WI landlord,3,316,205050,259354.2516921847
2016,outside WI landlord,4,367,192000,242848.16544696153
2016,outside WI landlord,5,296,101800,128760.12105469107
2016,outside WI landlord,6,409,34900,44142.713406765404
2016,outside WI landlord,7,538,59750,75573.84315341641
2016,outside WI landlord,8,141,79400,100427.83508587889
2016,outside WI landlord,9,408,80700,102072.11953942603
2016,owner occupied,1,5947,56000,70830.71492203046
2016,owner occupied,10,7355,119400,151021.20288732921
2016,owner occupied,11,9997,127900,161772.2935451374
2016,owner occupied,12,3600,60100,76016.5351216791
2016,owner occupied,13,9208,127000,160633.94276960476
2016,owner occupied,14,8974,136600,172776.35104195285
2016,owner occupied,15,3521,40300,50972.8180599612
2016,owner occupied,2,6192,76750,97076.0244690328
2016,owner occupied,3,4209,212300,268524.2996061976
2016,owner occupied,4,2413,220700,279148.90684450214
2016,owner occupied,5,9236,110300,139511.21171249927
2016,owner occupied,6,4360,36500,46166.44811882342
2016,owner occupied,7,6132,66200,83732.02371140028
2016,owner occupied,8,4940,80800,102198.60295892965
2016,owner occupied,9,6380,99400,125724.51898660405
2016,owner occupied,NA,3,61700,78040.26983373713
2016,rest of Wisconsin landlord,1,164,48800,61723.908717769395
2016,rest of Wisconsin landlord,10,165,100200,126736.38634263305
2016,rest of Wisconsin landlord,11,102,124400,157345.3738625105
2016,rest of Wisconsin landlord,12,85,56600,71589.6154390522
2016,rest of Wisconsin landlord,13,97,120800,152791.97076037998
2016,rest of Wisconsin landlord,14,156,139800,176823.82046606886
2016,rest of Wisconsin landlord,15,377,38600,48822.59992839956
2016,rest of Wisconsin landlord,2,126,73950,93534.48872293127
2016,rest of Wisconsin landlord,3,150,195550,247338.32683934027
2016,rest of Wisconsin landlord,4,110,163450,206737.14917867637
2016,rest of Wisconsin landlord,5,146,102700,129898.4718302237
2016,rest of Wisconsin landlord,6,197,37300,47178.315474852425
2016,rest of Wisconsin landlord,7,227,55200,69818.84756600144
2016,rest of Wisconsin landlord,8,126,68500,86641.14235998367
2016,rest of Wisconsin landlord,9,76,68200,86261.6921014728
2016,suburbs landlord,1,1128,50200,63494.676590820156
2016,suburbs landlord,10,1238,100500,127115.83660114394
2016,suburbs landlord,11,719,134000,169487.78213485857
2016,suburbs landlord,12,801,53800,68048.07969295068
2016,suburbs landlord,13,486,128250,162214.9855134001
2016,suburbs landlord,14,848,132850,168033.2228105669
2016,suburbs landlord,15,712,33850,42814.63750197733
2016,suburbs landlord,2,1300,72450,91637.2374303769
2016,suburbs landlord,3,847,200200,253219.80584625885
2016,suburbs landlord,4,382,163700,207053.35772743542
2016,suburbs landlord,5,1099,104300,131922.20654228172
2016,suburbs landlord,6,993,35800,45281.06418229804
2016,suburbs landlord,7,1244,58700,74245.76724862834
2016,suburbs landlord,8,712,71650,90625.37007434788
2016,suburbs landlord,9,970,64750,81898.01412859772
2016,NA,1,2,79650,100744.04363463796
2016,NA,10,2,60650,76712.19392894905
2016,NA,12,1,315000,398422.77143642126
2016,NA,14,2,171100,216413.13077070375
2016,NA,15,2,45500,57549.95587414974
2016,NA,2,7,60000,75890.05170217548
2016,NA,3,2,232700,294326.9171849373
2016,NA,4,1,113500,143558.68113661528
2016,NA,5,1,96200,121677.04956248803
2016,NA,6,4,32600,41233.594758182015
2016,NA,7,2,51250,64822.75249560822
2016,NA,8,1,37500,47431.28231385968
2016,NA,9,3,47500,60079.62426422226
2017,City of Milwaukee,1,41,49800,61972.0506383031
2017,City of Milwaukee,10,2,84200,104780.05348885784
2017,City of Milwaukee,11,1,147700,183800.6401461319
2017,City of Milwaukee,12,11,44400,55252.189725716016
2017,City of Milwaukee,14,3,138100,171854.22074597707
2017,City of Milwaukee,15,64,25300,31483.792794158002
2017,City of Milwaukee,2,16,69000,85864.88943861274
2017,City of Milwaukee,3,2,115500,143730.3584081126
2017,City of Milwaukee,4,5,33300,41439.14229428701
2017,City of Milwaukee,5,1,127700,158912.26639580936
2017,City of Milwaukee,6,65,27500,34221.51390669348
2017,City of Milwaukee,7,28,38550,47972.34040374668
2017,City of Milwaukee,8,8,65150,81073.87749167564
2017,City of Milwaukee,9,2,26000,32354.88587541929
2017,City of Milwaukee landlord,1,2628,49300,61349.84129454504
2017,City of Milwaukee landlord,10,1062,90150,112184.3446795788
2017,City of Milwaukee landlord,11,403,141600,176209.6861522835
2017,City of Milwaukee landlord,12,1710,52900,65829.74856960309
2017,City of Milwaukee landlord,13,393,128000,159285.5920020642
2017,City of Milwaukee landlord,14,1193,135200,168245.4065521803
2017,City of Milwaukee landlord,15,2831,30700,38203.653706745084
2017,City of Milwaukee landlord,2,1412,72100,89722.58736991273
2017,City of Milwaukee landlord,3,1034,205750,256039.14495644302
2017,City of Milwaukee landlord,4,370,80900,100673.47182005463
2017,City of Milwaukee landlord,5,724,106600,132655.03208921908
2017,City of Milwaukee landlord,6,2839,32800,40816.93295052895
2017,City of Milwaukee landlord,7,2710,53900,67074.16725711922
2017,City of Milwaukee landlord,8,1133,68500,85242.68009485466
2017,City of Milwaukee landlord,9,824,70400,87607.0756011353
2017,bank,1,60,54500,67820.8184696289
2017,bank,10,46,94900,118095.33344528041
2017,bank,11,19,130000,161774.42937709644
2017,bank,12,25,57300,71305.19079467405
2017,bank,13,22,125050,155614.55687389162
2017,bank,14,23,119800,149081.35876443196
2017,bank,15,38,45650,56807.71308511117
2017,bank,2,44,76050,94638.04118560143
2017,bank,3,6,190550,237123.9809061979
2017,bank,4,10,100000,124441.86875161265
2017,bank,5,41,122000,151819.07987696744
2017,bank,6,39,32800,40816.93295052895
2017,bank,7,89,67500,83998.26140733853
2017,bank,8,30,75100,93455.8434324611
2017,bank,9,41,90000,111997.68187645139
2017,outside WI landlord,1,531,49500,61598.72503204826
2017,outside WI landlord,10,283,93900,116850.91475776427
2017,outside WI landlord,11,126,136550,169925.37178032706
2017,outside WI landlord,12,218,56900,70807.42331966759
2017,outside WI landlord,13,92,125550,156236.76621764968
2017,outside WI landlord,14,218,146900,182805.105196119
2017,outside WI landlord,15,369,32800,40816.93295052895
2017,outside WI landlord,2,409,71600,89100.37802615466
2017,outside WI landlord,3,317,219500,273149.90190978977
2017,outside WI landlord,4,341,196800,244901.5977031737
2017,outside WI landlord,5,274,105700,131535.05527045458
2017,outside WI landlord,6,452,34450,42870.22378493055
2017,outside WI landlord,7,589,57000,70931.86518841921
2017,outside WI landlord,8,147,76100,94700.26211997723
2017,outside WI landlord,9,401,80700,100424.5880825514
2017,owner occupied,1,5842,54400,67696.37660087728
2017,owner occupied,10,7363,122600,152565.7310894771
2017,owner occupied,11,9986,135500,168618.73215843513
2017,owner occupied,12,3605,60500,75287.33059472566
2017,owner occupied,13,9224,131300,163392.1736708674
2017,owner occupied,14,8988,142300,177080.7792335448
2017,owner occupied,15,3511,39900,49652.30563189345
2017,owner occupied,2,6140,77500,96442.4482824998
2017,owner occupied,3,4239,219900,273647.66938479623
2017,owner occupied,4,2465,229700,285842.9725224543
2017,owner occupied,5,9278,115500,143730.3584081126
2017,owner occupied,6,4356,36200,45047.95648808378
2017,owner occupied,7,6086,65400,81384.98216355467
2017,owner occupied,8,4922,82500,102664.54172008044
2017,owner occupied,9,6367,101100,125810.72930788039
2017,owner occupied,NA,3,66800,83127.16832607726
2017,rest of Wisconsin landlord,1,173,48500,60354.30634453214
2017,rest of Wisconsin landlord,10,169,103100,128299.56668291264
2017,rest of Wisconsin landlord,11,105,128100,159410.0338708158
2017,rest of Wisconsin landlord,12,84,59800,74416.23751346435
2017,rest of Wisconsin landlord,13,87,125700,156423.4290207771
2017,rest of Wisconsin landlord,14,148,149400,185916.1519149093
2017,rest of Wisconsin landlord,15,378,39550,49216.75909126281
2017,rest of Wisconsin landlord,2,121,74700,92958.07595745465
2017,rest of Wisconsin landlord,3,140,204000,253861.4122532898
2017,rest of Wisconsin landlord,4,109,172000,214040.01425277375
2017,rest of Wisconsin landlord,5,130,107250,133463.90423610457
2017,rest of Wisconsin landlord,6,192,38900,48407.886944377315
2017,rest of Wisconsin landlord,7,239,53000,65954.19043835471
2017,rest of Wisconsin landlord,8,128,67550,84060.48234171435
2017,rest of Wisconsin landlord,9,77,78200,97313.54136376109
2017,suburbs landlord,1,1079,49200,61225.399425793425
2017,suburbs landlord,10,1238,103300,128548.45042041587
2017,suburbs landlord,11,740,139750,173907.5115803787
2017,suburbs landlord,12,824,54700,68069.70220713213
2017,suburbs landlord,13,521,131900,164138.8248833771
2017,suburbs landlord,14,863,140100,174343.05812100932
2017,suburbs landlord,15,614,33500,41688.026031790236
2017,suburbs landlord,2,1248,73900,91962.54100744175
2017,suburbs landlord,3,853,210500,261950.13372214462
2017,suburbs landlord,4,369,167600,208564.5720277028
2017,suburbs landlord,5,1078,109500,136263.84628301585
2017,suburbs landlord,6,891,36200,45047.95648808378
2017,suburbs landlord,7,1197,57400,71429.63266342565
2017,suburbs landlord,8,757,73800,91838.09913869013
2017,suburbs landlord,9,976,65800,81882.74963856113
2017,NA,1,3,57200,71180.74892592244
2017,NA,10,2,117200,145845.87017689002
2017,NA,12,1,330000,410658.16688032175
2017,NA,14,2,181100,225364.2243091705
2017,NA,15,1,70600,87855.95933863852
2017,NA,2,6,60300,75038.44685722243
2017,NA,3,3,145400,180938.47716484478
2017,NA,4,1,124900,155427.8940707642
2017,NA,5,1,99000,123197.45006409653
2017,NA,6,2,66000,82131.63337606435
2017,NA,7,3,46100,57367.701494493434
2017,NA,8,1,37200,46292.375175599904
2017,NA,9,2,52050,64771.99268521438
2018,City of Milwaukee,1,16,46650,56466.797799361
2018,City of Milwaukee,10,3,87100,105428.89792763865
2018,City of Milwaukee,12,6,40450,48962.100128277656
2018,City of Milwaukee,13,2,146950,177873.43915575775
2018,City of Milwaukee,15,16,33050,40004.880327307204
2018,City of Milwaukee,2,2,54300,65726.62637739125
2018,City of Milwaukee,5,3,99200,120075.16273733357
2018,City of Milwaukee,6,30,31000,37523.488355416746
2018,City of Milwaukee,7,14,21350,25842.78956090798
2018,City of Milwaukee,8,5,45000,54469.57987076624
2018,City of Milwaukee,9,1,95100,115112.37879355265
2018,City of Milwaukee landlord,1,2675,49800,60279.66839031463
2018,City of Milwaukee landlord,10,1077,94000,113780.90017448948
2018,City of Milwaukee landlord,11,413,148800,180112.74410600035
2018,City of Milwaukee landlord,12,1713,54300,65726.62637739127
2018,City of Milwaukee landlord,13,403,134000,162198.30450405946
2018,City of Milwaukee landlord,14,1229,140100,169581.9586643189
2018,City of Milwaukee landlord,15,2678,33700,40791.663147662715
2018,City of Milwaukee landlord,2,1448,77150,93385.06860065812
2018,City of Milwaukee landlord,3,1015,217500,263269.6360420368
2018,City of Milwaukee landlord,4,396,82350,99679.33116350221
2018,City of Milwaukee landlord,5,737,114600,138715.86340421802
2018,City of Milwaukee landlord,6,2810,35700,43212.533364141214
2018,City of Milwaukee landlord,7,2738,54600,66089.75690986303
2018,City of Milwaukee landlord,8,1184,71500,86546.11023910636
2018,City of Milwaukee landlord,9,861,76800,92961.41631277438
2018,bank,1,31,50900,61611.14700937781
2018,bank,10,35,107500,130121.77413571934
2018,bank,11,21,129800,157114.4770494546
2018,bank,12,12,54400,65847.66988821518
2018,bank,13,14,139950,169400.393398083
2018,bank,14,12,93750,113478.29139742965
2018,bank,15,33,55700,67421.2355289262
2018,bank,2,31,78500,95019.1559967811
2018,bank,3,4,284550,344429.31004947855
2018,bank,4,4,88200,106760.37654670182
2018,bank,5,23,123500,149488.73586754734
2018,bank,6,33,39700,48054.27379709821
2018,bank,7,44,63000,76257.41181907273
2018,bank,8,16,66800,80857.06523038188
2018,bank,9,27,96300,116564.90092343975
2018,outside WI landlord,1,634,50250,60824.36418902229
2018,outside WI landlord,10,301,96600,116928.03145591152
2018,outside WI landlord,11,115,148400,179628.57006270465
2018,outside WI landlord,12,230,55800,67542.27903975014
2018,outside WI landlord,13,94,131550,159232.7384888733
2018,outside WI landlord,14,201,160000,193669.61731827995
2018,outside WI landlord,15,482,37300,45149.22953732401
2018,outside WI landlord,2,499,76700,92840.37280195045
2018,outside WI landlord,3,314,237650,287659.90347305767
2018,outside WI landlord,4,330,200000,242087.02164784994
2018,outside WI landlord,5,318,108700,131574.29626560645
2018,outside WI landlord,6,512,37350,45209.75129273598
2018,outside WI landlord,7,655,57800,69963.14925622863
2018,outside WI landlord,8,149,77700,94050.8079101897
2018,outside WI landlord,9,412,80700,97682.11323490745
2018,owner occupied,1,5714,55900,67663.32255057406
2018,owner occupied,10,7377,129000,156146.1289628632
2018,owner occupied,11,9994,140800,170429.26324008635
2018,owner occupied,12,3576,61750,74744.36793377367
2018,owner occupied,13,9201,138400,167524.21898031217
2018,owner occupied,14,8958,150400,182049.44027918315
2018,owner occupied,15,3628,44550,53924.88407205857
2018,owner occupied,2,6064,83500,101071.33153797736
2018,owner occupied,3,4290,230350,278823.7271829111
2018,owner occupied,4,2481,246500,298372.254180975
2018,owner occupied,5,9248,122400,148157.25724848415
2018,owner occupied,6,4350,42100,50959.31805687241
2018,owner occupied,7,6018,66600,80614.97820873403
2018,owner occupied,8,4877,88000,106518.28952505397
2018,owner occupied,9,6360,106500,128911.33902748009
2018,owner occupied,NA,1,43900,53138.10125170306
2018,rest of Wisconsin landlord,1,172,48400,58585.059238779686
2018,rest of Wisconsin landlord,10,169,111200,134600.38403620457
2018,rest of Wisconsin landlord,11,97,137900,166919.00142619252
2018,rest of Wisconsin landlord,12,97,58200,70447.32329952433
2018,rest of Wisconsin landlord,13,104,134900,163287.69610147478
2018,rest of Wisconsin landlord,14,151,154000,186407.00666884446
2018,rest of Wisconsin landlord,15,366,39600,47933.23028627429
2018,rest of Wisconsin landlord,2,117,79600,96350.63461584428
2018,rest of Wisconsin landlord,3,132,217250,262967.027264977
2018,rest of Wisconsin landlord,4,116,164500,199116.5753053566
2018,rest of Wisconsin landlord,5,140,113650,137565.95005139074
2018,rest of Wisconsin landlord,6,182,39600,47933.23028627429
2018,rest of Wisconsin landlord,7,238,52350,63366.27791632472
2018,rest of Wisconsin landlord,8,144,72150,87332.89305946187
2018,rest of Wisconsin landlord,9,79,69800,84488.37055509962
2018,suburbs landlord,1,1124,49300,59674.450836195014
2018,suburbs landlord,10,1213,107200,129758.64360324758
2018,suburbs landlord,11,740,146050,176784.04755834243
2018,suburbs landlord,12,837,56200,68026.45308304584
2018,suburbs landlord,13,523,138200,167282.1319586643
2018,suburbs landlord,14,885,143500,173697.43803233234
2018,suburbs landlord,15,594,38900,47085.92571050682
2018,suburbs landlord,2,1231,79400,96108.54759419643
2018,suburbs landlord,3,836,222600,269442.855094057
2018,suburbs landlord,4,340,176150,213218.14431634382
2018,suburbs landlord,5,1060,115900,140289.42904492904
2018,suburbs landlord,6,885,41200,49869.926459457085
2018,suburbs landlord,7,1237,58900,71294.62787529182
2018,suburbs landlord,8,756,76600,92719.32929112652
2018,suburbs landlord,9,958,73750,89269.58923264468
2018,NA,10,1,93300,112933.595598722
2018,NA,12,2,245600,297282.8625835597
2018,NA,14,1,224900,272226.8558430073
2018,NA,15,1,77600,93929.76439936578
2018,NA,2,6,63850,77286.2816610761
2018,NA,3,2,170400,206258.14244396816
2018,NA,4,1,65000,78678.28203555124
2018,NA,6,2,70200,84972.54459839533
2018,NA,7,2,46250,55982.623756065295
2018,NA,9,3,47100,57011.493598068664
2019,City of Milwaukee,1,18,51600,61444.80735541369
2019,City of Milwaukee,10,6,76550,91155.03881893252
2019,City of Milwaukee,11,4,115150,137119.56525147066
2019,City of Milwaukee,12,11,58000,69065.86873282935
2019,City of Milwaukee,13,3,97600,116221.18600558868
2019,City of Milwaukee,14,2,61400,73114.55758958141
2019,City of Milwaukee,15,47,25200,30007.929173574128
2019,City of Milwaukee,2,9,80900,96334.97897389471
2019,City of Milwaukee,4,4,58750,69958.96186299523
2019,City of Milwaukee,5,3,126500,150635.04128798124
2019,City of Milwaukee,6,40,32600,38819.78139121097
2019,City of Milwaukee,7,31,37000,44059.261088184234
2019,City of Milwaukee,8,5,64400,76686.930110245
2019,City of Milwaukee,9,3,114600,136464.630289349
2019,City of Milwaukee landlord,1,2570,51200,60968.491019325214
2019,City of Milwaukee landlord,10,1061,96700,115149.4742493896
2019,City of Milwaukee landlord,11,393,145000,172664.67183207336
2019,City of Milwaukee landlord,12,1697,57100,67994.15697663027
2019,City of Milwaukee landlord,13,398,137500,163733.7405304144
2019,City of Milwaukee landlord,14,1229,146800,174808.0953444715
2019,City of Milwaukee landlord,15,2608,37100,44178.34017220636
2019,City of Milwaukee landlord,2,1428,80400,95739.58355378412
2019,City of Milwaukee landlord,3,978,225900,268999.6508059681
2019,City of Milwaukee landlord,4,461,93200,110981.70630861542
2019,City of Milwaukee landlord,5,737,112800,134321.20677695086
2019,City of Milwaukee landlord,6,2774,36100,42987.54933198516
2019,City of Milwaukee landlord,7,2630,56500,67279.68247249754
2019,City of Milwaukee landlord,8,1170,72150,85915.55912195926
2019,City of Milwaukee landlord,9,857,78900,93953.39729345233
2019,bank,1,35,58600,69780.34323696206
2019,bank,10,20,127100,151349.51579211396
2019,bank,11,15,133300,158732.41900148537
2019,bank,12,10,70000,83355.35881548369
2019,bank,13,10,135450,161292.61930796094
2019,bank,14,10,122750,146169.57563715175
2019,bank,15,25,58400,69542.18506891782
2019,bank,2,20,84650,100800.4446247242
2019,bank,3,3,192100,228750.92040649167
2019,bank,4,1,960000,1143159.2066123476
2019,bank,5,19,121600,144800.16617089737
2019,bank,6,15,37100,44178.34017220636
2019,bank,7,36,66500,79187.59087470951
2019,bank,8,14,80100,95382.34630171776
2019,bank,9,19,80800,96215.8998898726
2019,outside WI landlord,1,725,51100,60849.41193530309
2019,outside WI landlord,10,312,99400,118364.60951798683
2019,outside WI landlord,11,112,150150,178797.2446592125
2019,outside WI landlord,12,245,57400,68351.39422869662
2019,outside WI landlord,13,85,139100,165639.0058747683
2019,outside WI landlord,14,203,162600,193622.5906199664
2019,outside WI landlord,15,524,39050,46500.38231063768
2019,outside WI landlord,2,556,79750,94965.56950764035
2019,outside WI landlord,3,317,247100,294244.4166186574
2019,outside WI landlord,4,303,198000,235776.58636379673
2019,outside WI landlord,5,297,111500,132773.1786846633
2019,outside WI landlord,6,561,36900,43940.18200416212
2019,outside WI landlord,7,771,59900,71328.37132924961
2019,outside WI landlord,8,165,75100,89428.39210061179
2019,outside WI landlord,9,422,92200,109790.91546839423
2019,owner occupied,1,5730,60600,72161.92491740445
2019,owner occupied,10,7450,133300,158732.41900148537
2019,owner occupied,11,10056,143200,170521.2483196752
2019,owner occupied,12,3590,65900,78473.11637057678
2019,owner occupied,13,9235,141400,168377.82480727704
2019,owner occupied,14,8991,155600,185287.05473841802
2019,owner occupied,15,3673,50800,60492.174683236735
2019,owner occupied,2,6063,86800,103360.64493119977
2019,owner occupied,3,4351,237100,282336.50821644545
2019,owner occupied,4,2516,251000,298888.5008955201
2019,owner occupied,5,9298,123400,146943.58968329552
2019,owner occupied,6,4381,44900,53466.50872593168
2019,owner occupied,7,6032,69400,82640.88431135096
2019,owner occupied,8,4931,91700,109195.52004828362
2019,owner occupied,9,6405,109400,130272.51792019879
2019,owner occupied,NA,1,55600,66207.97071629847
2019,rest of Wisconsin landlord,1,179,47500,56562.564910506786
2019,rest of Wisconsin landlord,10,151,111500,132773.1786846633
2019,rest of Wisconsin landlord,11,94,136900,163019.26602628166
2019,rest of Wisconsin landlord,12,99,63200,75257.98110197956
2019,rest of Wisconsin landlord,13,107,137700,163971.89869845862
2019,rest of Wisconsin landlord,14,135,157900,188025.87367092678
2019,rest of Wisconsin landlord,15,355,40500,48227.029028958415
2019,rest of Wisconsin landlord,2,120,82850,98657.02111232604
2019,rest of Wisconsin landlord,3,126,220650,262747.9988948068
2019,rest of Wisconsin landlord,4,104,176050,209638.72742094146
2019,rest of Wisconsin landlord,5,131,116000,138131.7374656587
2019,rest of Wisconsin landlord,6,180,39600,47155.31727275934
2019,rest of Wisconsin landlord,7,240,52100,62040.20277552429
2019,rest of Wisconsin landlord,8,122,65100,77520.48369839982
2019,rest of Wisconsin landlord,9,90,76550,91155.03881893252
2019,suburbs landlord,1,1121,50700,60373.09559921461
2019,suburbs landlord,10,1176,111400,132654.09960064117
2019,suburbs landlord,11,710,148600,176951.51885686966
2019,suburbs landlord,12,827,60200,71685.60858131597
2019,suburbs landlord,13,500,143600,170997.56465576368
2019,suburbs landlord,14,876,151600,180523.89137753326
2019,suburbs landlord,15,569,44500,52990.1923898432
2019,suburbs landlord,2,1206,81750,97347.15118808273
2019,suburbs landlord,3,831,225900,268999.6508059681
2019,suburbs landlord,4,327,179500,213746.9558197046
2019,suburbs landlord,5,1042,116450,138667.5933437582
2019,suburbs landlord,6,864,43200,51442.164297555646
2019,suburbs landlord,7,1202,62200,74067.19026175835
2019,suburbs landlord,8,723,77800,92643.52736920901
2019,suburbs landlord,9,925,73700,87761.2849243021
2019,NA,1,8,54900,65374.41712814363
2019,NA,10,5,85000,101217.22141880162
2019,NA,12,4,80750,96156.36034786154
2019,NA,13,1,195500,232799.60926324374
2019,NA,14,1,132000,157184.3909091978
2019,NA,15,8,27450,32687.208564071814
2019,NA,2,10,81700,97287.61164607167
2019,NA,3,5,247400,294601.6538707238
2019,NA,4,5,153800,183143.63122601988
2019,NA,5,2,73150,87106.34996218045
2019,NA,6,19,46300,55133.615902241356
2019,NA,7,20,41450,49358.280327168555
2019,NA,8,4,52550,62576.058653623826
2019,NA,9,4,43750,52097.0992596773
2020,City of Milwaukee,1,1,80000,94586.00857634268
2020,City of Milwaukee,10,1,124700,147435.94086837416
2020,City of Milwaukee,12,1,108000,127691.11157806261
2020,City of Milwaukee,13,1,255400,301965.832379974
2020,City of Milwaukee,15,2,17350,20513.340609994317
2020,City of Milwaukee,6,3,31900,37716.17091981664
2020,City of Milwaukee,8,2,73350,86723.54661343418
2020,City of Milwaukee landlord,1,2542,59800,70703.04141081615
2020,City of Milwaukee landlord,10,1031,110200,130292.22681391204
2020,City of Milwaukee landlord,11,360,162900,192600.7599635778
2020,City of Milwaukee landlord,12,1707,63200,74722.94677531072
2020,City of Milwaukee landlord,13,356,153000,180895.74140225537
2020,City of Milwaukee landlord,14,1208,162950,192659.876218938
2020,City of Milwaukee landlord,15,2528,39200,46347.144202407915
2020,City of Milwaukee landlord,2,1416,90250,106704.84092518658
2020,City of Milwaukee landlord,3,973,239200,282812.1656432646
2020,City of Milwaukee landlord,4,413,97500,115276.69795241764
2020,City of Milwaukee landlord,5,674,126950,150096.17235958378
2020,City of Milwaukee landlord,6,2740,50100,59234.48787093461
2020,City of Milwaukee landlord,7,2573,62300,73658.85417882686
2020,City of Milwaukee landlord,8,1183,81100,95886.56619426739
2020,City of Milwaukee landlord,9,865,85400,100970.56415524581
2020,bank,1,14,67300,79570.47971484828
2020,bank,10,15,146000,172619.4656518254
2020,bank,11,10,143500,169663.65288381468
2020,bank,12,3,64000,75668.80686107415
2020,bank,13,7,166000,196265.96779591107
